 -Infinity    -Infinity    -Infinity       -1.386    -Infinity    -Infinity    -Infinity   
 -Infinity    -Infinity       -5.991       -2.878       -5.586    -Infinity    -Infinity   
 -1038.038    -1036.575    -1037.138    -1034.750    -1032.860    -1036.066    -1035.250   
 -1037.962    -1039.035    -1039.355    -1036.241    -1036.560    -1034.063    -1037.675   
 -1040.239    -1040.964    -1038.983    -1037.733    -1039.390    -1037.764    -1035.961   
 -1042.574    -1040.187    -1041.731    -1039.225    -1038.369    -1040.999    -1038.813   
 -1041.573    -1042.781    -1044.118    -1040.716    -1039.835    -1039.978    -1042.203   
 -1044.167    -1046.015    -1043.288    -1042.208    -1043.513    -1041.039    -1041.587   
 -1047.624    -1044.492    -1045.659    -1043.700    -1043.995    -1045.122    -1042.089   
 -1046.102    -1046.863    -1048.082    -1045.191    -1044.497    -1045.605    -1046.172   
 -1048.067    -1049.691    -1047.123    -1046.683    -1047.887    -1045.701    -1047.502   
 -1051.077    -1048.173    -1050.069    -1048.175    -1048.524    -1049.496    -1046.905   
 -1049.377    -1051.679    -1052.087    -1049.666    -1048.620    -1049.728    -1051.393   
 -1053.065    -1053.984    -1051.092    -1051.158    -1052.703    -1049.824    -1051.337   
 -1055.593    -1052.296    -1054.556    -1052.650    -1053.745    -1054.312    -1050.873   
 -1053.682    -1055.606    -1057.542    -1054.141    -1051.895    -1055.354    -1055.516   
 -1056.993    -1059.440    -1055.397    -1055.633    -1056.825    -1053.099    -1056.964   
 -1060.644    -1057.006    -1058.014    -1057.125    -1058.679    -1058.029    -1054.996   
 -1058.393    -1059.911    -1061.730    -1058.616    -1056.305    -1059.883    -1059.639   
 -1061.298    -1062.780    -1060.395    -1060.108    -1060.660    -1057.915    -1061.087   
 -1064.166    -1061.445    -1063.300    -1061.599    -1062.108    -1062.270    -1059.119   
 -1062.831    -1064.350    -1066.168    -1062.808    -1060.141    -1063.718    -1063.474   
 -1065.554    -1067.778    -1063.853    -1064.299    -1065.189    -1061.345    -1065.615   
 -1069.164    -1064.903    -1067.556    -1065.791    -1066.636    -1066.798    -1062.549   
 -1066.289    -1069.454    -1070.396    -1066.237    -1063.858    -1067.840    -1068.408   
 -1070.840    -1072.293    -1068.004    -1067.729    -1069.717    -1065.062    -1069.450   
 -1073.680    -1069.054    -1072.622    -1069.221    -1070.471    -1071.326    -1066.266   
 -1070.258    -1074.231    -1073.133    -1069.955    -1067.981    -1071.675    -1073.223   
 -1075.435    -1074.742    -1071.279    -1071.446    -1074.560    -1069.185    -1073.573   
 -1076.352    -1072.483    -1075.828    -1072.938    -1075.981    -1076.169    -1070.234   
 -1073.870    -1077.725    -1077.543    -1073.923    -1071.544    -1077.184    -1077.779   
 -1079.112    -1078.593    -1075.872    -1075.415    -1077.835    -1073.153    -1078.388   
 -1079.979    -1077.769    -1080.020    -1076.907    -1079.615    -1079.039    -1074.763   
 -1078.973    -1081.630    -1080.819    -1078.398    -1076.477    -1080.819    -1080.936   
 -1083.016    -1082.716    -1080.688    -1079.890    -1082.246    -1077.681    -1082.428   
 -1084.102    -1081.738    -1084.783    -1081.382    -1083.450    -1083.855    -1078.885   
 -1083.124    -1085.833    -1086.104    -1082.574    -1079.907    -1085.059    -1085.059   
 -1087.219    -1088.002    -1084.839    -1084.066    -1086.368    -1081.111    -1086.669   
 -1089.611    -1086.043    -1088.448    -1085.558    -1089.076    -1087.978    -1082.161   
 -1087.429    -1089.498    -1090.450    -1085.850    -1083.182    -1090.686    -1089.182   
 -1090.702    -1092.060    -1088.451    -1087.341    -1090.455    -1084.386    -1092.583   
 -1093.446    -1089.501    -1092.234    -1088.833    -1091.253    -1092.064    -1085.590   
 -1090.887    -1094.131    -1093.438    -1089.279    -1086.900    -1092.457    -1093.674   
 -1095.741    -1094.642    -1092.379    -1090.771    -1094.578    -1088.509    -1093.507   
 -1096.252    -1093.583    -1095.153    -1092.263    -1095.915    -1096.187    -1089.559   
 -1094.969    -1097.050    -1096.868    -1093.248    -1090.868    -1097.119    -1097.796   
 -1098.436    -1097.918    -1096.971    -1094.739    -1097.160    -1092.478    -1098.323   
 -1099.304    -1098.021    -1099.632    -1096.231    -1098.652    -1098.769    -1093.682   
 -1099.407    -1101.529    -1100.836    -1097.371    -1094.991    -1099.855    -1100.379   
 -1102.733    -1102.446    -1100.429    -1098.862    -1101.976    -1096.195    -1101.753   
 -1103.650    -1102.038    -1102.774    -1100.354    -1103.467    -1103.180    -1098.092   
 -1103.648    -1103.978    -1104.736    -1101.781    -1100.500    -1105.077    -1104.230   
 -1105.182    -1106.345    -1104.670    -1103.273    -1105.944    -1101.704    -1106.974   
 -1107.955    -1105.874    -1106.674    -1104.764    -1108.571    -1107.554    -1102.754   
 -1107.260    -1108.571    -1109.369    -1106.256    -1104.063    -1109.775    -1109.163   
 -1109.957    -1110.419    -1109.262    -1107.748    -1110.168    -1105.673    -1110.979   
 -1111.623    -1110.872    -1110.979    -1109.239    -1112.353    -1111.372    -1107.570   
 -1112.258    -1112.029    -1113.626    -1110.731    -1108.591    -1113.962    -1112.576   
 -1113.638    -1114.830    -1113.750    -1112.223    -1114.984    -1110.201    -1115.012   
 -1116.216    -1115.647    -1115.353    -1113.714    -1116.321    -1116.188    -1111.810   
 -1117.033    -1116.403    -1118.219    -1115.206    -1112.832    -1117.931    -1117.392   
 -1117.789    -1120.116    -1118.748    -1116.698    -1118.701    -1114.036    -1119.540   
 -1121.502    -1120.645    -1119.504    -1118.189    -1120.850    -1119.905    -1115.645   
 -1122.031    -1121.401    -1122.794    -1119.334    -1116.955    -1122.054    -1121.515   
 -1122.605    -1124.404    -1123.053    -1120.826    -1123.229    -1118.159    -1123.951   
 -1125.790    -1124.103    -1124.607    -1122.318    -1124.738    -1124.839    -1119.363   
 -1125.712    -1125.811    -1126.700    -1123.052    -1121.771    -1126.347    -1125.889   
 -1127.015    -1128.309    -1126.734    -1124.543    -1127.603    -1122.975    -1128.244   
 -1129.695    -1127.784    -1129.018    -1126.035    -1128.455    -1129.213    -1124.179   
 -1129.170    -1130.915    -1130.640    -1127.526    -1125.488    -1129.659    -1130.822   
 -1132.301    -1132.537    -1130.885    -1129.018    -1131.726    -1126.692    -1131.269   
 -1133.741    -1132.494    -1132.930    -1130.510    -1132.983    -1132.930    -1128.589   
 -1133.881    -1133.980    -1135.403    -1132.001    -1129.611    -1134.593    -1134.134   
 -1135.366    -1137.300    -1135.595    -1133.493    -1135.443    -1130.815    -1136.202   
 -1138.686    -1136.645    -1137.369    -1134.985    -1137.224    -1137.053    -1132.019   
 -1137.849    -1138.978    -1138.897    -1135.707    -1133.733    -1138.428    -1138.950   
 -1140.364    -1140.794    -1139.564    -1137.199    -1139.907    -1134.937    -1140.037   
 -1142.180    -1141.461    -1141.804    -1138.691    -1141.347    -1141.111    -1136.547   
 -1142.847    -1143.701    -1143.296    -1140.182    -1137.856    -1142.551    -1142.721   
 -1145.088    -1144.346    -1144.850    -1141.674    -1143.742    -1139.466    -1143.755   
 -1145.732    -1145.900    -1146.567    -1143.166    -1144.776    -1145.352    -1140.670   
 -1147.286    -1148.464    -1147.447    -1144.358    -1141.979    -1145.980    -1146.961   
 -1149.850    -1148.497    -1149.251    -1145.850    -1147.983    -1143.588    -1147.184   
 -1149.883    -1150.301    -1150.743    -1147.342    -1148.206    -1149.592    -1144.792   
 -1151.505    -1152.352    -1150.905    -1148.481    -1146.507    -1149.410    -1151.489   
 -1153.556    -1152.514    -1152.393    -1149.973    -1153.086    -1147.711    -1151.307   
 -1153.900    -1153.443    -1154.866    -1151.464    -1152.329    -1154.696    -1148.915   
 -1154.829    -1155.915    -1155.903    -1152.604    -1149.937    -1153.938    -1155.900   
 -1157.119    -1157.512    -1155.851    -1154.096    -1157.209    -1151.141    -1155.835   
 -1159.122    -1157.055    -1158.478    -1155.587    -1158.243    -1158.818    -1152.190   
 -1158.441    -1159.527    -1160.480    -1155.879    -1153.212    -1159.853    -1160.022   
 -1161.137    -1161.684    -1159.933    -1157.371    -1161.178    -1154.822    -1160.902   
 -1163.070    -1161.830    -1161.976    -1158.863    -1161.571    -1162.382    -1156.431   
 -1163.216    -1163.873    -1163.468    -1160.120    -1157.740    -1162.775    -1163.991   
 -1165.483    -1164.672    -1164.502    -1161.611    -1165.418    -1159.350    -1163.824   
 -1166.281    -1165.706    -1165.994    -1163.103    -1166.232    -1167.028    -1160.400   
 -1167.092    -1167.891    -1167.708    -1164.088    -1161.709    -1167.436    -1168.637   
 -1169.095    -1169.318    -1168.000    -1165.580    -1168.694    -1162.913    -1169.334   
 -1170.704    -1169.050    -1170.473    -1167.072    -1169.492    -1170.303    -1164.117   
 -1170.437    -1172.370    -1171.677    -1167.806    -1165.426    -1170.696    -1171.912   
 -1173.574    -1173.286    -1171.458    -1169.297    -1172.411    -1166.630    -1172.593   
 -1174.896    -1172.662    -1173.679    -1170.789    -1174.596    -1174.020    -1167.680   
 -1173.866    -1175.289    -1174.701    -1171.369    -1169.395    -1175.800    -1175.917   
 -1176.675    -1176.598    -1175.581    -1172.860    -1175.569    -1170.599    -1177.409   
 -1177.984    -1176.631    -1177.753    -1174.352    -1176.773    -1177.178    -1171.803   
 -1178.017    -1178.803    -1179.245    -1175.492    -1172.824    -1178.382    -1178.382   
 -1180.007    -1180.854    -1179.039    -1176.983    -1180.097    -1174.028    -1180.279   
 -1182.058    -1180.648    -1180.895    -1178.475    -1181.588    -1181.301    -1175.925   
 -1181.852    -1182.505    -1182.387    -1179.614    -1177.640    -1182.792    -1183.198   
 -1183.891    -1183.437    -1183.855    -1181.106    -1183.526    -1179.250    -1183.996   
 -1184.641    -1185.464    -1184.913    -1182.598    -1185.711    -1184.730    -1181.147   
 -1186.850    -1185.962    -1186.643    -1184.089    -1182.168    -1187.321    -1185.934   
 -1187.349    -1188.540    -1188.565    -1185.581    -1187.244    -1183.372    -1188.930   
 -1189.927    -1190.462    -1189.064    -1187.073    -1189.781    -1188.448    -1184.982   
 -1192.072    -1190.268    -1191.418    -1188.564    -1187.390    -1191.390    -1189.497   
 -1191.654    -1192.468    -1193.457    -1190.056    -1190.519    -1188.999    -1192.594   
 -1193.854    -1194.507    -1193.656    -1191.548    -1193.616    -1192.129    -1190.203   
 -1195.711    -1195.266    -1194.876    -1193.039    -1191.918    -1194.820    -1194.026   
 -1196.652    -1196.773    -1197.426    -1194.531    -1195.335    -1193.122    -1196.429   
 -1197.977    -1199.035    -1197.674    -1196.023    -1198.144    -1196.539    -1195.019   
 -1200.421    -1199.571    -1199.692    -1197.514    -1196.328    -1199.348    -1198.148   
 -1200.957    -1201.589    -1202.119    -1199.006    -1199.458    -1197.532    -1200.957   
 -1203.198    -1203.323    -1202.449    -1200.497    -1203.365    -1201.067    -1198.582   
 -1204.710    -1204.346    -1204.913    -1201.989    -1199.892    -1204.569    -1202.677   
 -1205.732    -1205.963    -1206.712    -1203.481    -1203.698    -1201.501    -1205.773   
 -1207.349    -1207.762    -1207.735    -1204.972    -1206.795    -1205.308    -1202.705   
 -1209.148    -1208.784    -1209.352    -1206.394    -1203.727    -1208.404    -1206.512   
 -1210.171    -1210.402    -1211.151    -1207.886    -1207.533    -1205.336    -1209.608   
 -1211.606    -1212.760    -1211.192    -1209.377    -1211.323    -1208.737    -1207.233   
 -1214.370    -1212.396    -1213.097    -1210.869    -1209.641    -1212.933    -1209.787   
 -1213.783    -1214.147    -1215.762    -1212.360    -1210.809    -1211.251    -1214.137   
 -1215.757    -1216.966    -1215.274    -1213.852    -1216.544    -1212.418    -1212.300   
 -1218.352    -1216.324    -1217.759    -1215.344    -1213.322    -1218.154    -1213.622   
 -1217.710    -1219.656    -1219.949    -1216.835    -1214.931    -1214.526    -1219.763   
 -1221.042    -1221.846    -1219.425    -1218.327    -1221.035    -1216.135    -1216.135   
 -1223.456    -1220.629    -1222.534    -1219.819    -1218.543    -1222.645    -1217.185   
 -1222.239    -1223.738    -1224.201    -1220.874    -1219.593    -1220.153    -1223.694   
 -1224.942    -1225.810    -1223.260    -1222.366    -1225.409    -1220.797    -1222.050   
 -1227.420    -1224.464    -1226.434    -1223.857    -1224.458    -1227.019    -1221.847   
 -1226.074    -1227.638    -1228.240    -1225.349    -1224.255    -1226.067    -1228.068   
 -1229.247    -1229.443    -1227.565    -1226.841    -1230.476    -1225.864    -1227.117   
 -1230.830    -1229.463    -1230.962    -1228.332    -1228.427    -1231.680    -1227.474   
 -1230.849    -1232.859    -1232.545    -1229.824    -1228.783    -1229.630    -1233.290   
 -1234.063    -1234.154    -1231.870    -1231.316    -1234.429    -1229.987    -1231.528   
 -1235.763    -1233.074    -1235.555    -1232.807    -1233.936    -1236.039    -1231.037   
 -1234.461    -1236.605    -1237.700    -1234.299    -1232.059    -1235.545    -1237.243   
 -1237.991    -1239.597    -1236.176    -1235.791    -1238.499    -1233.263    -1237.154   
 -1241.207    -1237.379    -1239.482    -1237.282    -1239.562    -1240.108    -1234.312   
 -1238.583    -1241.092    -1241.194    -1238.001    -1236.027    -1240.766    -1242.005   
 -1242.296    -1242.804    -1239.605    -1239.493    -1242.606    -1237.231    -1242.663   
 -1244.413    -1240.809    -1243.788    -1240.985    -1244.791    -1244.216    -1238.281   
 -1242.419    -1244.992    -1245.367    -1241.970    -1240.689    -1246.401    -1245.266   
 -1246.601    -1246.571    -1243.910    -1243.462    -1247.268    -1242.298    -1247.451   
 -1248.180    -1245.114    -1247.844    -1244.953    -1248.760    -1248.878    -1243.348   
 -1246.724    -1249.048    -1249.335    -1246.445    -1245.756    -1250.369    -1249.927   
 -1250.434    -1251.232    -1248.438    -1247.937    -1250.645    -1246.960    -1251.979   
 -1252.842    -1249.642    -1251.926    -1249.428    -1253.235    -1252.254    -1248.010   
 -1251.029    -1253.823    -1254.033    -1250.920    -1249.319    -1254.439    -1253.863   
 -1255.027    -1255.643    -1252.050    -1252.411    -1255.525    -1250.523    -1256.336   
 -1256.847    -1253.660    -1256.048    -1253.903    -1257.017    -1256.729    -1252.420   
 -1255.046    -1257.945    -1258.508    -1255.395    -1253.730    -1258.221    -1258.338   
 -1259.149    -1260.118    -1256.068    -1256.886    -1260.000    -1254.934    -1260.118   
 -1261.322    -1257.677    -1260.171    -1258.378    -1261.492    -1261.204    -1256.831   
 -1259.063    -1261.221    -1263.271    -1259.870    -1257.852    -1263.101    -1262.408   
 -1262.425    -1264.880    -1260.085    -1261.361    -1264.123    -1259.056    -1264.998   
 -1266.267    -1261.135    -1264.427    -1262.853    -1265.273    -1265.732    -1260.260   
 -1262.744    -1265.631    -1267.235    -1263.949    -1262.668    -1266.883    -1266.782   
 -1267.018    -1269.132    -1264.459    -1265.441    -1268.091    -1263.872    -1268.492   
 -1270.519    -1265.509    -1269.020    -1266.933    -1269.353    -1269.701    -1265.076   
 -1266.713    -1270.629    -1270.845    -1268.424    -1266.791    -1270.557    -1271.598   
 -1271.833    -1272.454    -1267.735    -1269.916    -1273.029    -1267.995    -1272.454   
 -1273.658    -1269.344    -1272.855    -1271.408    -1274.169    -1274.233    -1269.892   
 -1270.730    -1273.905    -1275.661    -1272.899    -1270.914    -1275.778    -1275.437   
 -1275.291    -1277.558    -1272.445    -1274.391    -1276.747    -1272.118    -1277.388   
 -1278.944    -1273.495    -1277.294    -1275.883    -1278.303    -1278.356    -1273.322   
 -1274.699    -1278.903    -1279.795    -1277.011    -1275.037    -1279.507    -1280.253   
 -1280.107    -1281.404    -1275.721    -1278.388    -1281.616    -1276.241    -1281.404   
 -1282.790    -1277.618    -1281.822    -1279.879    -1282.587    -1282.820    -1277.850   
 -1279.227    -1283.026    -1284.261    -1281.371    -1280.258    -1284.197    -1283.870   
 -1284.412    -1286.159    -1280.942    -1282.863    -1285.179    -1281.462    -1285.806   
 -1287.545    -1282.839    -1286.127    -1284.354    -1287.062    -1286.383    -1283.071   
 -1284.225    -1287.177    -1289.247    -1285.846    -1284.093    -1288.672    -1287.587   
 -1288.786    -1290.451    -1285.717    -1287.338    -1289.995    -1285.702    -1289.722   
 -1292.061    -1286.921    -1290.278    -1288.829    -1292.130    -1291.604    -1286.752   
 -1288.530    -1291.482    -1293.211    -1290.321    -1289.160    -1293.739    -1292.654   
 -1292.868    -1294.261    -1290.533    -1291.813    -1293.676    -1290.770    -1294.943   
 -1295.648    -1291.583    -1294.871    -1293.304    -1295.725    -1295.285    -1291.974   
 -1292.787    -1296.480    -1296.669    -1294.796    -1293.688    -1296.929    -1297.182   
 -1297.866    -1298.566    -1294.501    -1296.288    -1298.492    -1294.892    -1298.538   
 -1299.770    -1296.111    -1298.888    -1297.779    -1300.253    -1299.696    -1296.790   
 -1297.497    -1299.938    -1301.773    -1299.271    -1297.811    -1301.862    -1300.900   
 -1301.547    -1302.977    -1298.989    -1300.763    -1303.308    -1299.421    -1302.912   
 -1304.586    -1300.193    -1303.039    -1302.254    -1305.320    -1304.917    -1300.470   
 -1301.802    -1304.243    -1306.078    -1303.746    -1302.878    -1306.930    -1305.967   
 -1305.447    -1307.687    -1302.824    -1305.238    -1307.682    -1304.082    -1308.827   
 -1309.074    -1303.874    -1307.449    -1306.729    -1309.150    -1309.291    -1305.286   
 -1305.260    -1309.346    -1310.788    -1308.221    -1306.596    -1310.354    -1310.900   
 -1310.550    -1312.398    -1306.282    -1308.949    -1312.615    -1307.800    -1312.251   
 -1313.784    -1307.332    -1312.553    -1310.441    -1312.861    -1314.225    -1309.004   
 -1308.941    -1313.757    -1314.823    -1311.932    -1311.412    -1314.470    -1315.275   
 -1314.961    -1316.432    -1309.963    -1312.630    -1316.537    -1312.616    -1316.367   
 -1318.041    -1311.167    -1316.453    -1314.121    -1317.928    -1318.147    -1313.665   
 -1312.553    -1318.350    -1318.727    -1315.613    -1314.975    -1319.132    -1319.756   
 -1319.959    -1319.931    -1314.045    -1316.242    -1320.911    -1316.584    -1320.182   
 -1321.317    -1315.942    -1320.847    -1317.733    -1320.441    -1322.115    -1318.194   
 -1317.328    -1321.897    -1322.626    -1319.225    -1319.215    -1322.051    -1323.319   
 -1323.283    -1323.676    -1319.330    -1320.717    -1323.137    -1320.825    -1323.255   
 -1324.880    -1320.940    -1324.305    -1322.208    -1324.970    -1324.341    -1322.722   
 -1322.549    -1325.509    -1326.372    -1323.700    -1325.130    -1326.579    -1325.391   
 -1326.895    -1327.422    -1324.552    -1325.192    -1326.413    -1326.739    -1327.783   
 -1328.625    -1326.161    -1327.917    -1326.683    -1329.498    -1327.616    -1328.636   
 -1327.771    -1329.121    -1330.117    -1328.175    -1331.044    -1331.107    -1328.666   
 -1330.730    -1331.321    -1329.262    -1329.667    -1331.074    -1332.654    -1332.157   
 -1332.931    -1330.466    -1332.222    -1331.158    -1334.565    -1332.684    -1333.703   
 -1331.670    -1333.831    -1333.952    -1332.650    -1335.418    -1335.769    -1334.581   
 -1335.035    -1335.562    -1332.692    -1334.142    -1336.296    -1336.622    -1337.666   
 -1336.948    -1334.589    -1336.750    -1335.633    -1338.341    -1337.500    -1338.232   
 -1335.975    -1338.647    -1338.663    -1337.125    -1339.541    -1339.545    -1339.109   
 -1340.033    -1339.713    -1337.978    -1338.617    -1340.131    -1341.150    -1340.749   
 -1341.322    -1339.182    -1341.525    -1340.108    -1343.157    -1341.740    -1342.200   
 -1340.386    -1343.134    -1342.344    -1341.600    -1343.915    -1344.361    -1343.637   
 -1344.521    -1343.393    -1342.388    -1343.092    -1344.659    -1345.525    -1345.565   
 -1344.780    -1344.285    -1346.235    -1344.583    -1346.874    -1345.863    -1347.134   
 -1345.489    -1347.845    -1345.801    -1346.075    -1348.849    -1348.078    -1347.760   
 -1349.231    -1346.851    -1347.492    -1347.566    -1348.782    -1350.458    -1349.282   
 -1348.238    -1348.542    -1351.234    -1349.058    -1350.304    -1350.391    -1351.662   
 -1349.928    -1352.284    -1350.240    -1350.550    -1352.684    -1351.914    -1351.595   
 -1353.670    -1352.137    -1351.643    -1352.041    -1352.904    -1353.888    -1353.523   
 -1353.523    -1353.540    -1355.385    -1353.533    -1354.832    -1354.108    -1355.497   
 -1354.926    -1356.434    -1355.526    -1355.025    -1356.519    -1356.442    -1355.312   
 -1358.044    -1356.730    -1356.418    -1356.516    -1357.720    -1358.128    -1357.492   
 -1358.339    -1357.622    -1359.536    -1358.008    -1359.899    -1359.330    -1359.178   
 -1359.231    -1360.739    -1359.831    -1359.500    -1361.586    -1361.509    -1360.380   
 -1362.349    -1361.035    -1360.723    -1360.991    -1362.787    -1363.196    -1362.559   
 -1362.239    -1362.332    -1363.371    -1362.483    -1364.274    -1363.991    -1365.093   
 -1363.536    -1364.980    -1363.261    -1363.975    -1366.807    -1365.478    -1365.889   
 -1366.366    -1365.158    -1365.251    -1365.466    -1367.198    -1368.011    -1367.087   
 -1366.362    -1366.860    -1367.388    -1366.958    -1368.802    -1368.402    -1369.909   
 -1368.247    -1368.438    -1368.364    -1368.450    -1370.870    -1370.411    -1369.606   
 -1369.824    -1369.414    -1370.249    -1369.941    -1370.628    -1372.479    -1371.615   
 -1370.800    -1371.299    -1371.827    -1371.433    -1372.637    -1372.237    -1373.683   
 -1372.685    -1372.876    -1372.803    -1372.925    -1374.705    -1374.246    -1373.441   
 -1374.263    -1373.853    -1374.688    -1374.416    -1374.463    -1376.315    -1375.450   
 -1375.057    -1376.297    -1375.284    -1375.908    -1377.165    -1375.667    -1378.212   
 -1377.684    -1376.334    -1377.059    -1377.400    -1379.233    -1378.774    -1376.871   
 -1377.720    -1378.109    -1379.686    -1378.891    -1377.892    -1380.843    -1379.978   
 -1379.313    -1381.296    -1378.742    -1380.383    -1381.693    -1379.096    -1382.740   
 -1382.682    -1379.792    -1381.315    -1381.875    -1383.762    -1383.303    -1380.300   
 -1381.401    -1382.519    -1384.173    -1383.366    -1382.708    -1385.371    -1384.352   
 -1383.723    -1385.783    -1382.423    -1384.858    -1386.067    -1383.912    -1387.268   
 -1386.987    -1384.032    -1384.745    -1386.350    -1388.983    -1387.271    -1385.809   
 -1385.236    -1386.354    -1388.009    -1387.841    -1387.524    -1390.187    -1389.168   
 -1387.964    -1389.212    -1386.728    -1388.925    -1391.576    -1389.133    -1391.237   
 -1390.416    -1388.338    -1388.985    -1390.417    -1392.951    -1392.780    -1391.030   
 -1389.724    -1390.883    -1392.131    -1391.909    -1392.340    -1394.155    -1394.390   
 -1392.087    -1393.741    -1390.745    -1393.400    -1396.105    -1393.544    -1396.053   
 -1395.127    -1392.643    -1393.801    -1394.892    -1397.362    -1397.309    -1395.153   
 -1394.029    -1395.698    -1396.842    -1396.384    -1396.463    -1398.566    -1398.918   
 -1397.308    -1398.046    -1395.521    -1397.718    -1401.326    -1398.072    -1399.616   
 -1399.250    -1397.130    -1398.330    -1399.209    -1401.330    -1402.530    -1399.969   
 -1398.516    -1399.379    -1401.252    -1400.701    -1400.991    -1402.940    -1403.734   
 -1400.583    -1402.862    -1399.538    -1402.193    -1405.306    -1402.195    -1404.837   
 -1404.471    -1400.742    -1402.075    -1403.684    -1407.245    -1406.916    -1403.245   
 -1402.128    -1403.125    -1406.474    -1405.176    -1404.266    -1408.854    -1408.120   
 -1404.734    -1407.678    -1403.620    -1405.817    -1410.474    -1405.876    -1409.904   
 -1409.064    -1405.517    -1406.449    -1407.309    -1410.017    -1411.678    -1407.485   
 -1406.721    -1408.058    -1410.086    -1408.800    -1409.200    -1411.221    -1413.575   
