 -Infinity    -Infinity    -Infinity       -1.386    -Infinity    -Infinity    -Infinity   
 -Infinity    -Infinity       -5.991       -2.878       -5.586    -Infinity    -Infinity   
  -512.114     -515.117     -512.994     -514.377     -515.820     -516.509     -517.726   
  -516.503     -514.891     -513.829     -515.803     -518.576     -517.024     -518.119   
  -516.500     -515.033     -517.995     -517.295     -520.527     -520.186     -518.074   
  -516.643     -519.199     -517.992     -518.787     -520.482     -522.136     -521.235   
  -520.585     -519.042     -518.645     -520.278     -522.257     -522.092     -523.340   
  -520.246     -520.255     -521.607     -521.770     -524.883     -523.461     -523.989   
  -521.641     -523.504     -521.960     -523.262     -525.298     -526.087     -525.071   
  -524.890     -523.010     -523.643     -524.753     -526.092     -526.908     -527.291   
  -524.397     -524.693     -526.893     -526.245     -528.313     -527.702     -528.112   
  -526.303     -528.097     -525.888     -527.737     -530.519     -529.922     -528.751   
  -529.483     -526.938     -528.305     -529.228     -529.773     -532.129     -531.126   
  -528.142     -529.914     -530.505     -530.720     -532.841     -530.977     -534.026   
  -531.301     -531.555     -530.144     -531.831     -534.632     -534.451     -532.181   
  -532.941     -531.194     -533.303     -533.323     -533.203     -536.241     -535.655   
  -532.581     -534.353     -534.943     -534.814     -536.676     -534.812     -537.445   
  -535.739     -536.841     -534.295     -536.269     -538.755     -537.880     -536.422   
  -538.227     -536.192     -537.454     -537.761     -537.731     -539.959     -539.490   
  -537.396     -539.064     -539.249     -539.253     -541.204     -538.935     -541.856   
  -540.673     -540.453     -538.888     -540.744     -544.264     -542.814     -539.985   
  -541.839     -540.785     -542.388     -542.236     -541.294     -545.468     -544.423   
  -542.172     -543.438     -543.841     -543.728     -545.445     -542.903     -546.672   
  -545.047     -545.045     -543.663     -545.219     -549.026     -547.054     -543.953   
  -546.432     -544.713     -547.050     -546.711     -544.975     -550.635     -548.258   
  -546.099     -548.947     -548.146     -548.203     -549.568     -546.179     -552.245   
  -550.151     -549.756     -547.121     -549.694     -552.808     -550.772     -548.076   
  -551.142     -549.018     -551.865     -551.186     -549.385     -554.012     -552.381   
  -550.222     -553.475     -552.164     -552.678     -554.096     -550.589     -555.909   
  -554.861     -553.214     -552.225     -553.911     -556.590     -555.705     -551.793   
  -554.418     -553.834     -555.883     -555.403     -553.508     -557.794     -557.603   
  -555.220     -557.780     -556.132     -556.894     -558.912     -554.712     -559.403   
  -559.166     -557.182     -557.223     -558.386     -560.425     -560.521     -555.916   
  -558.386     -558.832     -560.188     -559.605     -557.631     -561.629     -562.418   
  -560.218     -561.238     -560.389     -561.097     -563.440     -559.240     -562.833   
  -562.442     -561.998     -561.240     -562.588     -564.547     -564.644     -561.137   
  -563.384     -562.290     -564.444     -564.080     -562.159     -566.157     -565.848   
  -563.676     -566.341     -565.099     -565.572     -567.157     -563.363     -567.766   
  -567.728     -566.996     -565.391     -567.063     -569.076     -568.361     -564.972   
  -568.200     -567.000     -568.749     -568.555     -566.687     -570.280     -570.258   
  -568.387     -569.799     -570.203     -570.047     -571.280     -568.297     -571.484   
  -571.003     -571.812     -569.408     -571.538     -573.198     -572.484     -570.194   
  -573.422     -570.612     -572.495     -573.030     -572.602     -574.808     -573.534   
  -571.999     -574.392     -575.136     -574.521     -574.843     -573.806     -576.417   
  -575.596     -576.746     -573.020     -575.688     -578.132     -576.047     -575.703   
  -578.355     -574.224     -577.087     -577.179     -578.111     -579.742     -577.097   
  -575.428     -578.697     -579.377     -578.671     -578.812     -579.315     -581.639   
  -580.083     -581.274     -577.143     -579.117     -582.871     -580.016     -580.924   
  -582.660     -578.193     -582.086     -580.609     -581.946     -584.480     -581.220   
  -579.579     -583.983     -584.375     -582.100     -582.529     -583.150     -586.089   
  -585.187     -585.985     -580.601     -583.268     -586.706     -583.733     -585.047   
  -587.189     -582.210     -586.208     -584.760     -586.762     -587.910     -585.630   
  -583.597     -587.258     -589.191     -586.251     -586.652     -588.371     -589.114   
  -588.645     -591.088     -585.311     -587.285     -590.423     -587.856     -589.981   
  -592.698     -586.515     -590.136     -588.777     -592.389     -592.032     -588.906   
  -587.902     -592.033     -593.382     -590.269     -590.215     -593.593     -593.642   
  -593.237     -594.992     -588.923     -591.591     -594.874     -591.419     -595.490   
  -596.378     -589.973     -595.240     -593.082     -595.503     -596.483     -592.623   
  -591.359     -596.290     -597.975     -594.574     -593.645     -597.112     -597.687   
  -597.494     -599.584     -592.381     -595.048     -599.179     -594.849     -599.009   
  -600.971     -594.278     -599.208     -596.540     -599.248     -600.383     -596.458   
  -595.888     -600.412     -600.922     -598.032     -598.866     -600.857     -601.433   
  -601.799     -602.819     -597.602     -599.523     -602.231     -600.070     -602.467   
  -604.429     -598.806     -603.290     -601.015     -604.822     -603.841     -601.120   
  -600.010     -604.900     -604.927     -602.507     -602.834     -606.026     -605.738   
  -606.286     -606.824     -601.725     -603.699     -606.706     -604.038     -607.635   
  -608.433     -602.929     -607.778     -605.191     -608.998     -608.316     -605.088   
  -604.315     -609.675     -609.796     -606.683     -606.398     -610.202     -609.925   
  -611.061     -611.693     -606.030     -608.004     -610.882     -607.602     -611.811   
  -613.079     -607.080     -612.897     -609.496     -611.916     -612.492     -608.806   
  -608.466     -613.947     -614.389     -610.988     -609.827     -613.526     -613.696   
  -615.333     -615.439     -610.469     -612.155     -614.717     -611.437     -614.730   
  -616.643     -612.078     -616.067     -613.647     -616.445     -615.921     -613.334   
  -613.465     -617.964     -618.252     -615.139     -614.643     -617.649     -617.531   
  -619.351     -620.149     -615.179     -616.630     -618.840     -615.847     -619.258   
  -621.535     -617.076     -621.065     -618.122     -620.567     -620.044     -617.457   
  -618.463     -622.963     -622.727     -619.613     -618.766     -621.771     -621.653   
  -624.167     -624.336     -619.484     -621.105     -623.368     -619.970     -623.668   
  -625.540     -621.094     -625.017     -622.597     -625.383     -624.572     -621.867   
  -622.480     -626.067     -627.490     -624.088     -622.889     -626.993     -625.776   
  -627.453     -628.539     -624.483     -625.580     -626.798     -624.498     -628.197   
  -629.926     -626.380     -629.168     -627.072     -629.506     -628.002     -626.107   
  -627.766     -630.218     -631.928     -628.563     -627.129     -631.115     -629.206   
  -631.604     -632.978     -629.769     -630.055     -630.227     -628.739     -632.319   
  -634.364     -631.666     -633.319     -631.547     -633.629     -631.431     -630.348   
  -633.052     -634.369     -636.367     -633.038     -631.370     -635.238     -632.635   
  -635.755     -638.264     -634.767     -634.530     -633.945     -632.574     -636.848   
  -639.650     -635.817     -637.758     -636.022     -637.869     -635.554     -633.778   
  -637.203     -638.807     -640.915     -637.466     -634.799     -639.479     -636.758   
  -640.011     -642.524     -638.225     -638.958     -638.473     -636.003     -641.376   
  -644.133     -639.428     -641.503     -640.450     -643.784     -640.082     -637.053   
  -641.038     -642.707     -644.832     -640.742     -639.461     -645.393     -641.132   
  -644.316     -646.036     -642.530     -642.234     -643.540     -641.070     -646.443   
  -647.645     -643.734     -645.808     -643.725     -647.532     -645.150     -642.120   
  -645.120     -647.705     -648.330     -645.217     -643.430     -648.736     -646.759   
  -649.315     -649.534     -646.611     -646.709     -649.167     -645.039     -649.786   
  -651.144     -647.815     -650.806     -648.200     -652.007     -650.776     -646.089   
  -649.202     -651.856     -653.093     -649.692     -647.110     -653.616     -651.980   
  -653.060     -654.702     -650.223     -651.184     -653.695     -648.314     -655.513   
  -656.312     -651.427     -654.552     -652.675     -656.482     -655.305     -649.364   
  -652.814     -656.449     -657.280     -653.053     -650.674     -657.686     -656.914   
  -657.835     -659.177     -654.528     -654.545     -657.253     -651.878     -659.295   
  -660.564     -655.578     -659.438     -656.036     -658.457     -658.862     -653.082   
  -656.965     -660.488     -660.929     -656.770     -654.103     -660.066     -660.066   
  -661.874     -661.979     -658.967     -658.262     -660.682     -655.713     -661.270   
  -663.365     -660.017     -663.155     -659.754     -662.174     -662.292     -656.917   
  -661.403     -665.052     -664.359     -660.606     -658.226     -663.378     -663.901   
  -666.438     -665.409     -663.406     -662.097     -664.518     -659.835     -664.582   
  -667.018     -664.610     -666.479     -663.589     -666.990     -666.127     -660.885   
  -665.996     -668.376     -668.194     -664.574     -662.195     -668.194     -667.736   
  -669.763     -669.244     -667.998     -666.066     -668.486     -663.804     -669.398   
  -670.630     -669.048     -670.959     -667.557     -669.978     -670.096     -665.008   
  -670.435     -672.856     -672.163     -668.697     -666.317     -671.182     -671.705   
  -674.060     -673.772     -671.456     -670.189     -673.302     -667.521     -673.079   
  -674.976     -673.066     -674.101     -671.680     -674.794     -674.506     -669.418   
  -674.675     -675.305     -676.062     -673.107     -671.826     -676.403     -675.556   
  -676.508     -677.672     -675.697     -674.599     -677.271     -673.030     -678.300   
  -679.281     -676.901     -678.000     -676.091     -679.897     -678.880     -674.080   
  -678.510     -679.204     -680.473     -677.582     -676.488     -681.507     -679.930   
  -680.814     -681.677     -680.002     -679.074     -682.338     -678.098     -682.557   
  -683.063     -681.052     -682.816     -680.566     -682.986     -683.947     -679.301   
  -682.438     -684.713     -684.778     -682.057     -680.611     -684.190     -685.557   
  -685.917     -686.387     -683.460     -683.549     -686.662     -681.815     -686.087   
  -687.997     -684.664     -687.409     -685.041     -688.495     -688.272     -682.865   
  -686.050     -688.459     -689.933     -686.532     -683.886     -690.104     -689.476   
  -689.845     -690.983     -688.052     -688.024     -690.444     -685.496     -691.308   
  -692.369     -689.102     -691.847     -689.515     -691.936     -692.054     -686.700   
  -690.306     -693.457     -693.391     -690.389     -688.414     -693.140     -693.951   
  -694.843     -695.288     -692.021     -691.880     -694.588     -689.618     -694.749   
  -696.675     -693.071     -696.773     -693.372     -695.771     -696.198     -690.822   
  -694.680     -697.977     -697.754     -694.511     -693.230     -697.380     -697.248   
  -699.181     -699.363     -695.702     -696.003     -698.962     -694.434     -699.277   
  -700.750     -697.599     -700.608     -697.495     -700.203     -700.166     -696.044   
  -698.803     -702.218     -701.407     -698.986     -697.759     -701.407     -702.063   
  -703.604     -703.304     -700.518     -700.478     -703.186     -698.963     -703.016   
  -704.913     -701.722     -704.860     -701.970     -705.424     -704.795     -700.012   
  -702.926     -706.469     -705.882     -703.461     -701.727     -706.628     -706.693   
  -707.673     -707.491     -703.947     -704.953     -708.066     -702.931     -708.525   
  -709.100     -705.151     -709.165     -706.445     -710.251     -709.676     -703.981   
  -706.538     -711.062     -710.815     -707.670     -705.290     -711.455     -711.285   
  -712.266     -712.425     -707.559     -709.162     -712.275     -706.494     -713.352   
  -713.811     -708.609     -714.054     -710.653     -713.074     -713.884     -707.698   
  -709.995     -715.104     -715.546     -711.387     -708.720     -714.683     -715.088   
  -716.714     -716.750     -711.487     -712.879     -716.685     -710.329     -715.733   
  -718.136     -713.384     -717.484     -714.370     -717.042     -717.889     -711.939   
  -714.994     -718.688     -718.752     -715.628     -714.347     -718.652     -718.939   
  -719.892     -720.362     -716.015     -717.119     -720.233     -715.551     -720.549   
  -721.748     -717.912     -721.607     -718.611     -721.319     -721.437     -717.160   
  -719.299     -722.657     -723.504     -720.103     -718.182     -722.928     -722.641   
  -724.266     -724.708     -720.790     -721.594     -725.049     -719.791     -723.978   
  -726.317     -721.994     -725.758     -723.086     -726.386     -726.658     -720.841   
  -723.198     -727.367     -726.998     -724.530     -722.556     -727.590     -728.555   
  -728.571     -728.607     -724.220     -726.022     -729.135     -723.760     -729.487   
  -729.811     -725.829     -729.593     -727.513     -730.627     -730.339     -725.657   
  -727.216     -730.642     -731.814     -729.005     -726.679     -732.236     -731.543   
  -732.029     -732.864     -729.218     -730.497     -732.565     -728.288     -733.440   
  -734.250     -730.268     -734.031     -731.988     -734.409     -734.174     -729.492   
  -731.472     -735.641     -735.272     -733.181     -731.207     -735.613     -736.071   
  -737.027     -736.321     -733.474     -734.673     -737.093     -732.816     -736.817   
  -737.931     -734.678     -738.519     -736.164     -739.224     -738.702     -733.866   
  -736.288     -739.723     -739.423     -737.555     -736.274     -740.834     -739.752   
  -741.332     -740.627     -737.779     -739.047     -742.160     -737.883     -741.884   
  -742.236     -738.983     -742.824     -740.538     -744.292     -743.770     -738.933   
  -740.370     -744.721     -743.951     -742.030     -740.243     -745.496     -745.379   
  -746.107     -745.848     -742.084     -743.522     -746.230     -741.447     -747.105   
  -747.234     -743.134     -748.110     -745.013     -747.434     -747.839     -742.651   
  -744.521     -749.159     -749.237     -746.339     -743.672     -749.043     -749.043   
  -750.546     -750.286     -746.523     -747.831     -750.065     -745.282     -750.247   
  -751.490     -748.133     -751.567     -749.323     -751.962     -751.269     -747.179   
  -749.336     -753.177     -752.512     -750.814     -748.894     -753.166     -753.166   
  -754.381     -754.122     -750.358     -752.306     -754.881     -750.098     -755.063   
  -755.508     -751.408     -756.383     -753.798     -756.085     -756.490     -751.301   
  -753.017     -757.587     -756.999     -754.990     -753.709     -757.694     -757.540   
  -758.791     -758.609     -754.039     -756.482     -759.255     -754.913     -759.591   
  -759.995     -755.936     -760.506     -757.974     -760.682     -760.459     -756.523   
  -757.140     -762.115     -761.017     -759.465     -758.238     -761.886     -762.356   
  -763.502     -762.914     -758.855     -760.829     -763.665     -759.442     -763.495   
  -764.300     -759.905     -765.504     -762.321     -764.517     -765.274     -760.646   
  -761.109     -767.114     -765.322     -763.812     -762.360     -765.721     -767.172   
  -768.318     -766.931     -762.130     -764.798     -768.417     -763.564     -767.618   
  -768.318     -763.180     -769.690     -766.289     -768.640     -770.027     -764.768   
  -764.384     -771.300     -769.339     -767.781     -766.483     -769.844     -771.924   
  -772.504     -770.949     -765.406     -768.073     -772.386     -767.687     -771.741   
  -772.558     -766.610     -772.455     -769.565     -773.371     -773.996     -768.737   
  -767.996     -773.505     -774.458     -771.056     -769.759     -774.981     -775.200   
  -774.891     -776.355     -769.711     -771.685     -775.256     -770.963     -776.590   
  -777.741     -771.608     -776.290     -773.177     -775.885     -776.460     -772.572   
  -772.812     -777.900     -777.089     -774.668     -774.287     -777.089     -778.357   
  -779.104     -778.698     -773.834     -776.160     -779.273     -775.491     -778.986   
  -780.308     -775.038     -780.542     -777.652     -781.394     -780.883     -776.541   
  -776.424     -782.439     -782.022     -779.143     -777.850     -782.598     -782.492   
  -783.825     -783.919     -778.139     -780.113     -783.343     -779.054     -784.207   
  -785.306     -779.189     -785.006     -781.604     -784.025     -784.952     -780.258   
  -780.798     -786.210     -785.986     -783.096     -782.666     -785.634     -786.002   
  -787.596     -787.884     -782.513     -784.487     -787.296     -783.870     -787.244   
  -789.088     -784.122     -788.399     -785.978     -788.958     -788.500     -785.767   
  -785.326     -790.008     -789.891     -787.470     -787.482     -790.162     -790.397   
  -791.395     -791.788     -787.041     -788.962     -791.670     -788.686     -791.772   
  -793.397     -788.245     -792.886     -790.453     -794.180     -793.279     -789.735   
  -789.631     -794.783     -795.059     -791.945     -791.045     -795.384     -794.889   
  -795.987     -796.668     -790.653     -793.320     -796.550     -792.249     -797.281   
  -797.872     -792.262     -797.009     -794.812     -797.925     -797.754     -794.146   
  -793.872     -798.213     -799.194     -796.303     -796.554     -799.535     -798.804   
  -799.599     -801.091     -795.587     -797.561     -800.113     -797.758     -801.144   
  -802.477     -796.636     -801.602     -799.052     -801.473     -801.723     -798.962   
  -798.023     -802.652     -803.945     -800.544     -799.983     -803.082     -802.927   
  -804.038     -805.842     -799.737     -801.712     -804.236     -801.187     -804.692   
  -807.229     -801.635     -805.753     -803.203     -805.911     -805.440     -802.797   
  -803.021     -806.802     -808.096     -804.695     -803.819     -807.521     -806.644   
  -808.006     -809.706     -804.043     -806.187     -808.359     -805.023     -809.418   
  -811.315     -805.247     -809.498     -807.678     -811.485     -809.968     -806.072   
  -806.633     -811.395     -812.283     -809.170     -807.382     -812.689     -811.578   
  -812.782     -813.333     -808.635     -810.322     -812.599     -808.991     -813.893   
  -814.719     -809.685     -814.784     -811.813     -814.234     -814.209     -810.195   
  -811.071     -815.834     -816.706     -813.305     -811.217     -815.843     -815.413   
  -817.443     -817.910     -812.563     -814.760     -817.821     -812.826     -816.893   
  -819.296     -813.613     -819.446     -816.252     -817.915     -819.430     -814.030   
  -814.817     -821.055     -820.164     -817.719     -815.745     -819.119     -821.327   
  -822.441     -822.061     -816.532     -818.506     -821.919     -816.949     -820.728   
  -823.447     -817.581     -823.399     -819.997     -821.750     -823.528     -818.153   
  -819.191     -824.603     -824.379     -821.489     -820.561     -823.359     -824.578   
  -825.989     -825.429     -821.193     -822.880     -825.401     -822.170     -824.563   
  -827.039     -822.397     -827.262     -824.371     -826.971     -827.011     -823.220   
  -823.601     -828.871     -828.060     -825.863     -824.935     -828.175     -828.908   
  -830.075     -829.670     -824.623     -827.290     -830.468     -826.139     -830.072   
  -831.056     -826.520     -831.790     -828.782     -831.381     -831.672     -827.748   
  -827.906     -832.840     -833.059     -830.274     -828.770     -832.991     -832.876   
  -834.226     -834.956     -829.621     -831.595     -834.186     -829.974     -834.600   
  -836.342     -830.671     -836.229     -833.087     -835.507     -835.795     -831.178   
  -832.057     -837.278     -837.980     -834.579     -832.200     -837.117     -836.999   
  -838.888     -839.184     -833.549     -835.746     -839.407     -833.809     -838.167   
  -840.570     -834.599     -840.639     -837.238     -839.188     -841.016     -835.013   
  -835.985     -842.536     -841.843     -838.702     -836.322     -840.392     -842.626   
  -843.740     -843.452     -837.007     -839.674     -843.307     -837.526     -842.289   
  -845.062     -838.211     -844.056     -841.166     -844.697     -844.916     -838.576   
  -839.597     -845.106     -846.058     -842.265     -839.598     -846.307     -846.120   
  -846.492     -847.956     -841.312     -843.286     -846.465     -840.802     -847.916   
  -849.342     -842.362     -848.179     -844.778     -847.198     -848.074     -842.006   
  -843.566     -849.788     -848.690     -845.695     -843.720     -848.402     -849.971   
  -851.174     -850.587     -845.280     -847.186     -849.894     -844.924     -850.011   
  -852.196     -846.484     -851.568     -848.678     -852.419     -851.504     -845.974   
  -847.688     -853.178     -852.590     -849.663     -847.689     -853.623     -853.401   
  -854.382     -854.199     -848.710     -851.155     -854.268     -848.893     -855.520   
  -855.809     -849.914     -855.537     -852.646     -856.453     -855.878     -849.943   
  -851.300     -857.434     -857.252     -853.632     -851.252     -857.657     -857.487   
  -858.638     -858.861     -852.322     -854.989     -858.237     -852.456     -859.554   
  -860.247     -853.372     -859.882     -856.481     -858.901     -859.846     -853.660   
  -854.758     -860.932     -861.374     -857.349     -854.682     -860.511     -861.050   
  -862.318     -863.271     -856.473     -858.447     -861.549     -855.886     -862.120   
  -864.880     -857.677     -862.829     -859.939     -863.745     -863.158     -856.936   
  -859.063     -863.879     -864.831     -860.624     -857.957     -865.355     -864.362   
  -865.488     -866.035     -860.555     -862.116     -865.923     -859.567     -866.404   
  -867.645     -861.759     -866.498     -863.608     -867.414     -867.532     -860.616   
  -862.963     -868.108     -867.520     -864.305     -862.331     -868.618     -869.429   
  -869.312     -869.129     -863.984     -865.797     -868.911     -863.535     -870.516   
  -870.516     -865.034     -870.690     -867.289     -869.709     -870.520     -864.739   
  -866.238     -872.299     -871.201     -868.428     -866.454     -870.913     -872.417   
  -873.909     -872.405     -867.730     -869.920     -873.726     -868.063     -871.963   
  -874.014     -868.934     -874.302     -871.411     -874.371     -875.336     -869.113   
  -870.138     -875.911     -875.036     -872.802     -870.828     -875.575     -877.233   
  -877.298     -876.933     -871.853     -873.827     -877.002     -872.032     -877.184   
  -878.319     -872.902     -878.719     -875.318     -877.739     -878.611     -873.236   
  -874.512     -879.923     -879.700     -876.810     -875.644     -879.348     -879.661   
  -881.310     -880.750     -876.514     -878.201     -880.683     -877.253     -880.552   
  -882.360     -877.718     -882.583     -879.692     -882.960     -882.292     -878.303   
  -879.105     -883.633     -884.362     -881.184     -879.325     -884.569     -883.496   
  -884.837     -885.971     -880.126     -882.676     -885.211     -880.529     -886.467   
  -887.175     -881.736     -885.858     -884.167     -887.281     -886.415     -882.426   
  -883.122     -886.908     -889.060     -885.659     -883.448     -888.890     -887.619   
  -888.294     -890.957     -884.837     -886.811     -888.928     -884.652     -890.500   
  -892.344     -885.887     -890.297     -888.302     -890.723     -890.538     -885.856   
  -887.496     -891.501     -892.685     -889.544     -888.264     -892.332     -891.588   
  -892.705     -894.294     -888.518     -891.036     -893.302     -889.468     -894.229   
  -895.903     -889.722     -894.196     -892.528     -896.334     -894.912     -890.517   
  -891.108     -896.093     -897.133     -894.019     -891.827     -897.538     -896.521   
  -897.480     -898.183     -893.110     -894.797     -897.543     -893.436     -898.742   
  -899.387     -894.720     -898.501     -896.288     -899.402     -898.747     -895.333   
  -896.106     -900.399     -900.894     -897.780     -896.643     -900.606     -900.356   
  -902.008     -902.098     -897.598     -899.272     -902.764     -898.252     -901.656   
  -903.484     -899.495     -903.723     -900.763     -902.965     -903.968     -899.861   
  -900.881     -905.620     -905.199     -902.255     -901.171     -904.169     -905.578   
  -907.006     -906.249     -902.884     -903.747     -906.167     -902.780     -905.373   
  -907.858     -904.088     -908.129     -905.238     -907.781     -907.777     -903.830   
  -905.697     -909.333     -909.350     -906.730     -906.238     -909.390     -908.826   
  -910.942     -910.554     -907.189     -908.222     -911.234     -907.847     -910.440   
  -911.940     -909.086     -912.657     -909.713     -911.750     -912.438     -909.457   
  -910.472     -914.554     -913.655     -911.205     -910.766     -912.954     -914.048   
  -916.164     -914.859     -911.964     -912.697     -916.456     -912.376     -914.003   
  -916.245     -913.861     -917.302     -914.188     -915.313     -917.660     -913.985   
  -915.470     -918.506     -917.737     -915.680     -916.393     -916.922     -918.709   
  -919.892     -918.786     -917.473     -917.172     -919.592     -918.002     -918.126   
  -920.173     -919.370     -921.607     -918.663     -919.435     -920.796     -919.612   
  -920.756     -922.657     -922.175     -920.155     -920.634     -921.045     -922.000   
  -924.266     -923.379     -922.248     -921.647     -924.408     -922.243     -922.095   
  -924.989     -923.452     -925.758     -923.138     -924.503     -926.017     -923.293   
  -924.656     -927.367     -926.010     -924.630     -925.008     -925.707     -927.914   
  -928.754     -927.060     -926.658     -926.122     -928.542     -926.617     -926.911   
  -928.670     -927.862     -930.245     -927.613     -929.319     -930.151     -927.667   
  -929.066     -931.855     -929.691     -929.105     -929.382     -930.523     -932.048   
  -933.241     -930.741     -931.069     -930.597     -933.017     -930.991     -931.726   
  -932.127     -932.119     -935.243     -932.088     -932.748     -934.626     -932.195   
  -933.323     -936.853     -933.149     -933.580     -933.910     -933.952     -936.523   
  -938.239     -935.046     -935.037     -935.071     -937.780     -935.114     -935.562   
  -936.655     -936.241     -939.454     -936.563     -937.970     -939.389     -936.164   
  -937.851     -940.657     -938.147     -938.055     -938.572     -939.579     -940.439   
  -942.044     -939.197     -939.853     -939.546     -941.460     -940.181     -940.783   
  -940.583     -940.903     -944.046     -941.038     -941.805     -943.070     -941.385   
  -942.289     -945.943     -942.298     -942.530     -942.694     -943.009     -944.679   
  -947.147     -943.907     -943.311     -944.021     -946.394     -943.898     -944.906   
  -945.111     -944.920     -947.933     -945.513     -946.620     -947.598     -945.795   
  -946.307     -948.983     -947.114     -947.005     -946.817     -948.230     -948.802   
  -950.370     -949.011     -948.022     -948.496     -950.111     -948.021     -949.839   
  -950.621     -949.226     -951.861     -949.988     -952.247     -951.721     -949.071   
  -950.612     -952.911     -952.623     -951.480     -950.093     -953.857     -952.925   
  -954.520     -953.827     -952.103     -952.971     -955.333     -951.702     -954.907   
  -955.213     -953.153     -956.523     -954.463     -955.928     -956.942     -952.906   
  -954.540     -958.420     -956.928     -955.955     -954.215     -957.132     -958.552   
  -959.806     -958.825     -956.254     -957.446     -959.861     -955.419     -958.742   
  -960.211     -958.152     -961.521     -958.938     -960.051     -961.065     -957.029   
  -959.538     -963.418     -961.926     -960.430     -958.338     -961.255     -962.674   
  -964.805     -963.823     -961.253     -961.921     -963.984     -959.542     -962.864   
  -965.433     -962.457     -966.296     -963.413     -965.272     -965.593     -960.592   
  -963.843     -967.346     -967.435     -964.281     -961.613     -966.882     -966.797   
  -968.955     -968.639     -965.335     -965.772     -969.205     -963.223     -967.932   
  -970.249     -966.539     -970.154     -967.264     -970.339     -970.814     -964.273   
  -967.925     -972.051     -971.869     -967.962     -965.582     -971.543     -972.424   
  -973.255     -973.479     -968.946     -969.453     -972.567     -966.786     -973.441   
  -975.088     -970.150     -973.835     -970.945     -974.752     -974.176     -967.836   
  -971.537     -975.732     -975.550     -971.525     -969.145     -975.956     -975.786   
  -977.119     -976.600     -973.539     -973.016     -975.437     -970.755     -977.160   
  -977.804     -975.149     -976.928     -974.508     -977.622     -976.641     -972.652   
  -976.535     -978.826     -979.113     -976.000     -973.961     -978.826     -978.250   
  -980.212     -980.163     -978.537     -977.491     -979.272     -975.571     -980.030   
  -981.549     -980.435     -981.927     -978.983     -981.339     -980.476     -977.180   
  -981.821     -982.976     -983.552     -980.475     -978.202     -982.948     -981.680   
  -984.180     -985.161     -982.842     -981.966     -983.395     -979.406     -984.845   
  -986.548     -983.892     -986.183     -983.458     -985.867     -985.004     -980.610   
  -985.279     -987.233     -988.351     -984.298     -981.631     -987.476     -986.208   
  -988.437     -989.960     -986.300     -985.790     -987.923     -982.835     -989.374   
  -991.347     -987.350     -990.439     -987.282     -989.702     -989.532     -984.039   
  -988.736     -992.336     -991.887     -987.728     -985.348     -990.906     -991.142   
  -993.540     -993.496     -989.758     -989.220     -992.333     -986.552     -992.803   
  -995.106     -990.962     -993.602     -990.711     -994.518     -993.943     -987.602   
  -992.348     -995.499     -995.317     -991.291     -988.912     -995.722     -995.552   
  -996.885     -996.366     -994.351     -992.783     -995.203     -990.521     -996.926   
  -997.753     -995.401     -997.676     -994.274     -996.695     -996.813     -991.725   
  -996.605     -999.285     -998.186     -995.414     -993.440     -997.899     -998.710   
 -1000.489     -999.796     -997.626     -996.906    -1000.019     -994.644     -999.796   
 -1001.182     -999.523    -1001.511     -998.397    -1001.105    -1001.223     -996.253   
 -1000.910    -1002.561    -1003.185     -999.889     -997.275    -1002.715    -1002.427   
 -1003.947    -1004.235    -1002.912    -1001.381    -1003.449     -998.884    -1003.919   
 -1005.438    -1004.522    -1004.968    -1002.872    -1005.633    -1004.653    -1000.781   
 -1005.908    -1006.018    -1007.441    -1004.364    -1001.803    -1007.243    -1005.857   
 -1007.405    -1009.338    -1007.623    -1005.855    -1007.166    -1003.007    -1008.852   
 -1010.724    -1008.672    -1009.407    -1007.347    -1009.768    -1008.775    -1004.211   
 -1010.282    -1010.611    -1011.729    -1007.900    -1006.619    -1011.377    -1009.825   
 -1011.997    -1013.626    -1011.997    -1009.392    -1011.135    -1007.823    -1012.986   
 -1014.830    -1013.606    -1013.019    -1010.883    -1013.997    -1012.339    -1009.720   
 -1014.810    -1014.628    -1014.795    -1012.375    -1011.435    -1015.201    -1014.236   
 -1016.238    -1015.999    -1016.302    -1013.867    -1016.644    -1013.044    -1016.251   
 -1017.386    -1017.352    -1018.240    -1015.358    -1017.272    -1018.253    -1014.248   
 -1018.738    -1020.137    -1019.100    -1016.850    -1015.558    -1018.476    -1019.862   
 -1021.524    -1020.997    -1020.453    -1018.341    -1021.050    -1016.762    -1020.086   
 -1022.384    -1022.350    -1022.947    -1019.833    -1021.395    -1022.254    -1018.371   
 -1023.736    -1023.996    -1024.386    -1021.325    -1019.393    -1023.004    -1023.457   
 -1025.200    -1025.996    -1024.758    -1022.816    -1025.172    -1020.597    -1024.901   
 -1027.382    -1026.655    -1026.915    -1024.308    -1026.211    -1026.376    -1022.206   
 -1028.041    -1027.965    -1029.201    -1025.800    -1023.228    -1027.820    -1027.580   
 -1029.351    -1030.251    -1030.044    -1027.291    -1028.602    -1024.837    -1029.024   
 -1031.455    -1031.653    -1030.373    -1028.783    -1030.739    -1029.806    -1026.734   
 -1033.039    -1032.270    -1033.170    -1030.275    -1028.044    -1031.943    -1031.415   
 -1033.656    -1034.219    -1035.042    -1031.766    -1032.437    -1029.653    -1033.147   
 -1035.423    -1036.651    -1034.678    -1033.258    -1034.862    -1033.641    -1031.550   
